Bullets;Time;
0;2
0;1
0;0
0;0
0;0
0;1
0;1
0;0
0;0
1800;31
1800;15
1800;0
1800;16
1800;16
1800;16
1800;16
1800;16
1800;16
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
1800;0
